what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423795184233
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423795189506
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423795193100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423795199397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423795209746
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423795213713
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423795219852
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423795224858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423795226973
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1423795233218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423795895044
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423795897516
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423795903485
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423795909689
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423795914985
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423795917320
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423795921756
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423795928320
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423795933306
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423795936952
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1423795942455
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1423795942494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423795946745
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423795949121
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423795958776
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423795962107
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423795967840
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796469067
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796472022
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796476683
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796481540
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796484450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796486005
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796491369
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1423796492673
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1423796493280
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1423796493741
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796495368
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796499103
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796502619
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796504975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796507798
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796509083
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796510289
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796511723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796514002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796516399
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796517997
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796521772
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796532802
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796535106
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796541249
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796543532
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796546843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796548776
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796553044
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796557075
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1423796565315
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1423796566559
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796567772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796570506
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796574975
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796577884
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796585776
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796594685
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796598532
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423796601182
